,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
7553,Revathi Restaurant,Kanathur,₹400,"Chinese,North Indian,Biryani",3.1,4 votes,"044 27444654, +91 9840667411",https://www.zomato.com/chennai/revathi-restaurant-kanathur
7554,Madurai Chettinadu Hotel,Pallavaram,₹200,Chettinad,3,5 votes,+91 9994375693,https://www.zomato.com/chennai/madurai-chettinadu-hotel-pallavaram
7555,TN 69 Atho & Momo,Pallikaranai,₹250,"Burmese,Nepalese,Juices",-,,+91 9597755111,https://www.zomato.com/chennai/tn-69-atho-momo-pallikaranai
7557,Udhaya Tiffin Center,Taramani,₹150,South Indian,3.2,5 votes,+91 8056664318,https://www.zomato.com/chennai/udhaya-tiffin-center-taramani
7558,Manju Ice Cream Parlour,Red Hills,₹150,"Ice Cream,Beverages",3,4 votes,+91 9941200451,https://www.zomato.com/chennai/manju-ice-cream-parlour-red-hills
7559,Elshadai Family Restaurant,Tambaram,₹300,"South Indian,Biryani,Chinese",-,,"+91 9444228219, +91 9884110543",https://www.zomato.com/chennai/elshadai-family-restaurant-tambaram
7560,Magizh Catering,Tambaram,₹200,"South Indian,Fast Food",-,,"+91 9941528899, +91 9884233887",https://www.zomato.com/chennai/magizh-catering-tambaram
7561,New Nellai Pandian Hotel,Poonamalle,₹800,"Chettinad,Chinese,Fast Food,Seafood,South Indian",-,,+91 8610344486,https://www.zomato.com/chennai/new-nellai-pandian-hotel-1-poonamalle
7562,Lulu Biriyani Centre,Porur,₹300,"Biryani,South Indian",-,,044 33065647,https://www.zomato.com/chennai/lulu-biriyani-centre-porur
7563,GS Ambattur Biriyani,Ambattur,₹250,"Biryani,Chinese,South Indian",-,,+91 9551100154,https://www.zomato.com/chennai/gs-ambattur-biriyani-ambattur
7564,Vijay Ice Creams,Perambur,₹100,"Ice Cream,Desserts",3.1,5 votes,+91 9884739038,https://www.zomato.com/chennai/vijay-ice-creams-perambur
7565,TTD's Cheesy Bites,"Ascendas IT Park, Taramani",₹250,"Fast Food,Healthy Food",-,,+91 9884939717,https://www.zomato.com/chennai/ttds-cheesy-bites-taramani
7566,Dreeam Never Ends,Chromepet,₹250,"Desserts,Ice Cream",-,,+91 7598034107,https://www.zomato.com/chennai/dreeam-never-ends-chromepet
7568,Amudha Hotel & Catering,Thiruvanmiyur,₹200,South Indian,-,,"+91 9962665162, +91 9840233872",https://www.zomato.com/chennai/amudha-hotel-catering-thiruvanmiyur
7569,Samo,Perungudi,₹200,Fast Food,3.2,4 votes,+91 7061032388,https://www.zomato.com/chennai/samo-perungudi
7570,Shri Srinivas,Madipakkam,₹200,South Indian,-,,+91 9940158515,https://www.zomato.com/chennai/shri-srinivas-madipakkam
7571,Madurai KGM Biriyani,Tambaram,₹400,"Chettinad,Biryani",NEW,,+91 9940276466,https://www.zomato.com/chennai/madurai-kgm-biriyani-tambaram
7572,Ark's Treat Box,Mogappair,₹500,Bakery,-,,+91 9790963074,https://www.zomato.com/chennai/arks-treat-box-mogappair
7573,Hotel Sri Rameshkrishnan,Chengalpattu,₹200,"South Indian,Chinese",3,5 votes,+91 9159029415,https://www.zomato.com/chennai/hotel-sri-rameshkrishnan-chengalpattu
7574,Ambi Hotel,Navallur,₹400,"Biryani,North Indian,South Indian,Chinese",3.1,4 votes,+91 9092211598,https://www.zomato.com/chennai/ambi-hotel-navallur
7576,Sheik Dawooth Burmese Atho,Red Hills,₹250,Burmese,-,,+91 6381028414,https://www.zomato.com/chennai/sheik-dawooth-burmese-atho-red-hills
7577,Hotel Chennai Dhaba,Washermenpet,₹150,"South Indian,Biryani",3,5 votes,+91 9841590346,https://www.zomato.com/chennai/hotel-chennai-dhaba-washermenpet
7578,The Cake House,Selaiyur,₹300,"Bakery,Fast Food",-,,"+91 9884412127, +91 9884412137",https://www.zomato.com/chennai/the-cake-house-1-selaiyur
7579,Mathews Bakery And Sweets,Red Hills,₹350,"Bakery,Mithai",3.1,4 votes,+91 9080646464,https://www.zomato.com/chennai/mathews-bakery-and-sweets-red-hills
7580,Refuel Cafe @ Activ Sports Park,"Mahindra World City, Chengalpattu",₹250,"Cafe,Sandwich",-,,+91 9551650555,https://www.zomato.com/chennai/refuel-cafe-@-activ-sports-park-chengalpattu
7581,Hotel Shri Bhavan,Ambattur,₹300,"North Indian,South Indian,Chinese",-,,+91 9443213245,https://www.zomato.com/chennai/hotel-shri-bhavan-ambattur
7582,Marina Sands,"Mr. Food Hub, Mahabalipuram",₹300,South Indian,-,,+91 9791077155,https://www.zomato.com/chennai/marina-sands-mahabalipuram
7583,New Rolex Bakery & Sweets,Tambaram,₹100,"Bakery,Beverages",-,,044 22266173,https://www.zomato.com/chennai/new-rolex-bakery-sweets-tambaram
7584,De'Orchid Cake,Velachery,₹500,Bakery,-,,+91 7358432243,https://www.zomato.com/chennai/deorchid-cake-velachery
7586,Juice Magic,Potheri,₹300,"Beverages,Fast Food",3.1,5 votes,+91 9995970150,https://www.zomato.com/chennai/juice-magic-potheri
7587,Praharna Pastry Point,Pallikaranai,₹300,Bakery,3.1,4 votes,+91 6369724001,https://www.zomato.com/chennai/praharna-pastry-point-pallikaranai
7588,Hotel Queen(Pure veg),Kanchipuram District,₹200,"South Indian,North Indian,Chinese",-,,+91 8939900055,https://www.zomato.com/chennai/hotel-queen-pure-veg-kanchipuram-district
7589,Aromas-Eat Fresh Feel Fresh,Mogappair,₹300,"South Indian,North Indian,Chinese",-,,"+91 9884882844, +91 8861717839",https://www.zomato.com/chennai/aromas-eat-fresh-feel-fresh-mogappair
7590,Elite Cafe,Selaiyur,₹250,"Beverages,Fast Food",-,,"+91 9744822223, +91 9744922223",https://www.zomato.com/chennai/elite-cafe-selaiyur
7591,Jayam Home Foods,Ambattur,₹200,South Indian,-,,+91 9790878299,https://www.zomato.com/chennai/jayam-home-foods-ambattur
7593,Ashoka Restaurant,Chengalpattu,₹250,"North Indian,South Indian,Fast Food",-,,+91 9443596527,https://www.zomato.com/chennai/ashoka-restaurant-chengalpattu
7594,Sri Selva Chettinad Hotel,Taramani,₹200,South Indian,-,,+91 9894843744,https://www.zomato.com/chennai/sri-selva-chettinad-hotel-taramani
7595,Hotel Nilofar,Porur,₹400,"South Indian,Chinese,Chettinad",3.1,4 votes,"+91 9176556792, +91 9176660533",https://www.zomato.com/chennai/hotel-nilofar-porur
7596,Sappidalam Vanga Tiffin Centre,Poonamalle,₹250,South Indian,NEW,,"+91 9176804648, +91 9176839623",https://www.zomato.com/chennai/sappidalam-vanga-tiffin-centre-poonamalle
7597,Hot Bitez,Porur,₹300,"Fast Food,Beverages",NEW,,+91 8838058992,https://www.zomato.com/chennai/hot-bitez-porur
7598,The Spice Bowl,Perungudi,₹250,"Chinese,North Indian",-,,+91 9884912001,https://www.zomato.com/chennai/the-spice-bowl-perungudi
7599,Zum Zum Super Cooldrinks & Snacks,Red Hills,₹100,Beverages,-,,+91 9551990390,https://www.zomato.com/chennai/zum-zum-super-cooldrinks-snacks-red-hills
7600,Mother's Kitchen,Madipakkam,₹200,South Indian,NEW,,+91 9941631658,https://www.zomato.com/chennai/mothers-kitchen-madipakkam
7601,Sree Vishnu Bhavan,Kolathur,₹250,"South Indian,North Indian,Chinese",-,,"+91 9600099273, 00 04442045954",https://www.zomato.com/chennai/sree-vishnu-bhavan-kolathur
7602,Arcot Star Briyani,Mogappair,₹200,"Biryani,Fast Food",-,,+91 9551571786,https://www.zomato.com/chennai/arcot-star-briyani-mogappair
7603,Everest Bakery,Madhavaram,₹200,Bakery,-,,+91 8680013388,https://www.zomato.com/chennai/everest-bakery-madhavaram
7604,Krunchy Chicken,Kanchipuram District,₹150,"Fast Food,Burger,Juices,Beverages",-,,+91 8056286122,https://www.zomato.com/chennai/krunchy-chicken-kanchipuram-district
7605,Shree Annam Catering Services,Ambattur,₹150,South Indian,NEW,,"+91 8754563567, +91 8667354527",https://www.zomato.com/chennai/shree-annam-catering-services-ambattur
7606,Chat & Chutney,"Ascendas IT Park, Taramani",₹150,Street Food,-,,+91 9094957148,https://www.zomato.com/chennai/chat-chutney-taramani
7607,Pally Tastee Foods,Besant Nagar,₹250,"Chinese,North Indian",NEW,,"+91 9940278261, +91 9500130460",https://www.zomato.com/chennai/pally-tastee-foods-besant-nagar
7608,The Pasta Land,Meenambakkam,₹500,"Italian,Pizza,Fast Food",-,,+91 9176088088,https://www.zomato.com/chennai/the-pasta-land-meenambakkam
7609,Hotel Manigandan,Tiruvottiyur,₹400,"South Indian,Chinese,Biryani",3,4 votes,+91 8220412443,https://www.zomato.com/chennai/hotel-manigandan-tiruvottiyur
7610,Sona Sweets,Adambakkam,₹250,Mithai,-,,+91 9884561041,https://www.zomato.com/chennai/sona-sweets-adambakkam
7611,Mirthana Food Paradise,Tambaram,₹200,South Indian,-,,+91 9884638251,https://www.zomato.com/chennai/mirthana-food-paradise-tambaram
7612,Mercado Gourmet,Sholinganallur,₹500,"American,Fast Food",-,,+91 9841207977,https://www.zomato.com/chennai/mercado-gourmet-sholinganallur
7613,Hot N Cool,Pallavaram,₹200,Fast Food,NEW,,+91 9171899657,https://www.zomato.com/chennai/hot-n-cool-pallavaram
7614,Yakshu Cake Palace,Avadi,₹250,Bakery,-,,+91 7299119999,https://www.zomato.com/chennai/yakshu-cake-palace-1-avadi
7615,Porur Kitchen,Porur,₹400,South Indian,-,,+91 9884026154,https://www.zomato.com/chennai/porur-kitchen-porur
7616,Madurai Sri Pandiyas Hotel,Sholinganallur,₹400,"South Indian,Chinese,Biryani",-,,+91 9444405465,https://www.zomato.com/chennai/madurai-sri-pandiyas-hotel-sholinganallur
7617,Crispy Crush,Adyar,₹300,"North Indian,Chinese",-,,+91 9597194971,https://www.zomato.com/chennai/crispy-crush-adyar
7620,Joyland Pizaa,"Hotel Joyland, Chengalpattu",₹300,"Italian,Pizza",3.1,4 votes,+91 9445033901,https://www.zomato.com/chennai/joyland-pizaa-chengalpattu
7621,Augustin Mess,Avadi,₹150,South Indian,-,,+91 9445606221,https://www.zomato.com/chennai/augustin-mess-avadi
7622,Hunger Hook Desi Cafe,Potheri,₹250,"North Indian,Beverages,Mithai",-,,"+91 9790851224, +91 9791231224",https://www.zomato.com/chennai/hunger-hook-desi-cafe-potheri
7623,Rahamath Border Hotel,GST Road,₹400,"South Indian,Biryani,Chinese",3,4 votes,044 27426087,https://www.zomato.com/chennai/rahamath-border-hotel-gst-road
7624,Rotiwala And Chat,Kelambakkam,₹200,"North Indian,Street Food,Fast Food",-,,+91 9840548169,https://www.zomato.com/chennai/rotiwala-and-chat-1-kelambakkam
7625,S.P Biriyani & Fast Food,Anna Nagar West,₹250,Biryani,3.1,4 votes,+91 9841317847,https://www.zomato.com/chennai/s-p-biriyani-fast-food-anna-nagar-west
7626,Chokawa Bake House,Adyar,₹500,Bakery,-,,+91 9940343499,https://www.zomato.com/chennai/chokawa-bake-house-adyar
7627,AL Farsi,Perambur,₹400,"Chinese,North Indian,Seafood,Biryani",-,,+91 9042435050,https://www.zomato.com/chennai/al-farsi-perambur
7628,Mummies Kitchen,Porur,₹450,"Continental,Chinese,North Indian",-,,"+91 8939714995, +91 9150204995",https://www.zomato.com/chennai/mummies-kitchen-porur
7629,Manvasanai,Perungudi,₹350,"South Indian,Chettinad,Chinese",NEW,,+91 8098195594,https://www.zomato.com/chennai/manvasanai-perungudi
7630,Perkk,Velachery,₹250,"Sandwich,Burger",-,,+91 7550248176,https://www.zomato.com/chennai/perkk-velachery
7631,Pizza Dlite,"Ascendas IT Park, Taramani",₹250,"Beverages,Juices",-,,+91 9008201437,https://www.zomato.com/chennai/pizza-dlite-taramani
7632,Sri Lakshmi Chat,Red Hills,₹150,"Beverages,Street Food",-,,+91 9176265478,https://www.zomato.com/chennai/sri-lakshmi-chat-red-hills
7633,Royal Kebab,Royapuram,₹200,"Arabian,Chinese",-,,+91 9176074303,https://www.zomato.com/chennai/royal-kebab-royapuram
7635,Rehman Biryani,Poonamalle,₹250,Biryani,3.1,4 votes,+91 8939477277,https://www.zomato.com/chennai/rehman-biryani-poonamalle
7636,CJ’s Cafe,Adambakkam,₹400,"Fast Food,Sandwich,Juices",NEW,,+91 9123560940,https://www.zomato.com/chennai/cjs-cafe-1-adambakkam
7637,Alima Chicken Briyani,Besant Nagar,₹300,Biryani,-,,+91 9677385684,https://www.zomato.com/chennai/alima-chicken-briyani-besant-nagar
7638,"Winchester - Park Plaza, OMR","Park Plaza OMR, Thuraipakkam","₹1,400",Finger Food,-,,"+91 9382244145, +91 9382244147",https://www.zomato.com/chennai/winchester-park-plaza-omr-1-thuraipakkam
7639,Little Hut Restaurant,Mogappair,₹400,"North Indian,Chinese,Biryani,Seafood,Rolls,Fast Food",-,,+91 8925401231,https://www.zomato.com/chennai/little-hut-restaurant-mogappair
7640,MM Hyderabad Biriyani,Kolathur,₹200,Biryani,-,,+91 9176015203,https://www.zomato.com/chennai/mm-hyderabad-biriyani-kolathur
7642,Indian Street Bytes,Potheri,₹300,"North Indian,South Indian",-,,"+91 9840166389, +91 9940049814",https://www.zomato.com/chennai/indian-street-bytes-potheri
7644,Farms Blend Cafe,Tambaram,₹200,"Cafe,Beverages,Sandwich",-,,+91 9789991682,https://www.zomato.com/chennai/farms-blend-cafe-tambaram
7645,Mr. Chef Momos,Tambaram,₹300,Momos,-,,+91 9524135844,https://www.zomato.com/chennai/mr-chef-momos-tambaram
7646,Avengers Food Plaza,Sholinganallur,₹300,"Fast Food,Arabian,Chinese",-,,+91 7358403226,https://www.zomato.com/chennai/avengers-food-plaza-sholinganallur
7647,Fudkart AC Restaurant,Poonamalle,₹400,"North Indian,Continental",-,,+91 8220011407,https://www.zomato.com/chennai/fudkart-ac-restaurant-poonamalle
7648,7Food Cafe,Valasaravakkam,₹250,"Fast Food,Sandwich",3.1,4 votes,"+91 7373200777, +91 7373777007",https://www.zomato.com/chennai/7food-cafe-valasaravakkam
7649,OMR Mess,Thuraipakkam,₹200,"Chettinad,Biryani,North Indian,South Indian",-,,+91 9003165313,https://www.zomato.com/chennai/omr-mess-2-thuraipakkam
7650,Kunjunni's Kerala Kitchen,Tambaram,₹400,Kerala,-,,+91 9940244791,https://www.zomato.com/chennai/kunjunnis-kerala-kitchen-tambaram
7651,Ar Rab,"OMR Food Street, Injambakkam",₹300,Arabian,-,,"+91 9884111033, +91 9962143900",https://www.zomato.com/chennai/ar-rab-1-injambakkam
7652,The Pepper's,Avadi,₹500,"North Indian,Chinese",-,,+91 9884232465,https://www.zomato.com/chennai/the-peppers-avadi
7653,Kumbakonam Filter Coffee,"OMR Food Street, Guduvancheri",₹100,"Coffee,Tea,Beverages",-,,+91 9159484150,https://www.zomato.com/chennai/kumbakonam-filter-coffee-gst-road
7654,Bikerz Barbecue,Tambaram,₹250,"BBQ,Lebanese",-,,+91 9944847140,https://www.zomato.com/chennai/bikerz-barbecue-tambaram
7655,Ultra Fruit Cane Corner,Perungudi,₹150,"Tamil,Juices",-,,"+91 7708817728, +91 8056917677",https://www.zomato.com/chennai/ultra-fruit-cane-corner-perungudi
7656,K S B Hot N Cold,Tambaram,₹100,Beverages,-,,+91 9688112262,https://www.zomato.com/chennai/k-s-b-hot-n-cold-tambaram
7657,ECR Grand Kitchen,Muttukadu,₹300,"South Indian,Chinese",-,,+91 9176222254,https://www.zomato.com/chennai/ecr-grand-kitchen-muttukadu
7658,Annapurnii Caterers,Kottivakkam,₹250,"South Indian,North Indian",-,,+91 8754531945,https://www.zomato.com/chennai/annapurnii-caterers-kottivakkam
7659,RSM Wimpy Family Restaurant,Selaiyur,₹350,"Fast Food,Burger,Desserts",-,,+91 7708554234,https://www.zomato.com/chennai/rsm-wimpy-family-restaurant-selaiyur
7660,The Grand kitchen,Ambattur,₹400,"Chinese,BBQ,North Indian,Biryani",-,,044 26861517,https://www.zomato.com/chennai/the-grand-kitchen-ambattur
7661,Paripurna Foods,Thiruvallur,₹200,Bakery,-,,+91 9994114255,https://www.zomato.com/chennai/paripurna-foods-thiruvallur
7662,Hotel Madras Bhavan,Washermenpet,₹150,South Indian,3,4 votes,Not available for this place,https://www.zomato.com/chennai/hotel-madras-bhavan-washermenpet
7663,Johnny’s Corner Sea Food Restaurant,Mahabalipuram,₹600,Seafood,-,,+91 9600093734,https://www.zomato.com/chennai/johnnys-corner-sea-food-restaurant-mahabalipuram
7665,Food 'N' Fun Restaurant,Karapakkam,₹350,"North Indian,Arabian",3.1,4 votes,+91 9562893284,https://www.zomato.com/chennai/food-n-fun-restaurant-karapakkam
7666,Paanam,"Chariot Beach Resort, East Coast Road (ECR)","₹1,500",Finger Food,3.1,4 votes,"+91 9444992702, +91 9444992709",https://www.zomato.com/chennai/paanam-mahabalipuram
7667,Hotel Mahalakshmi,Velachery,₹150,"South Indian,Chinese",-,,+91 9841925114,https://www.zomato.com/chennai/hotel-mahalakshmi-velachery
7668,Om Sainath Andhra Mess,Madhavaram,₹250,"Andhra,Chinese",-,,+91 8072983095,https://www.zomato.com/chennai/om-sainath-andhra-mess-madhavaram
7669,Hotel Chilika,"OMR Food Street, Ambattur",₹500,"Biryani,Chinese,North Indian,Desserts",-,,+91 9938755154,https://www.zomato.com/chennai/hotel-chilika-ambattur
7670,Al Kebabi,Nanganallur,₹400,"Arabian,North Indian",-,,+91 7449174495,https://www.zomato.com/chennai/al-kebabi-nanganallur
7671,Cosmopolitan Kitchen,Potheri,₹400,"North Indian,Chinese",-,,+91 7550083514,https://www.zomato.com/chennai/cosmopolitan-kitchen-1-potheri
7672,Food Night,Sholinganallur,₹550,"North Indian,Chinese",NEW,,+91 8124366666,https://www.zomato.com/chennai/food-night-1-sholinganallur
7673,Karuupatti,GST Road,₹300,"South Indian,Chinese",-,,+91 9791197807,https://www.zomato.com/chennai/karuupatti-gst-road
7675,New Annapurana Singaperumalkoil,Kanchipuram District,₹200,"South Indian,Chinese,North Indian",-,,+91 9940464355,https://www.zomato.com/chennai/new-annapurana-singaperumalkoil-kanchipuram-district
7676,KPS Sweets and Cake House,Mogappair,₹300,"Mithai,Bakery,Desserts",-,,+91 8940656524,https://www.zomato.com/chennai/kps-sweets-and-cake-house-mogappair
7677,Street Chat,Adambakkam,₹100,"Sandwich,Street Food",-,,+91 9444112391,https://www.zomato.com/chennai/street-chat-adambakkam
7678,Chitra's Chat and Eat,Madhavaram,₹200,"North Indian,South Indian",3,4 votes,+91 8939794831,https://www.zomato.com/chennai/chitras-chat-and-eat-madhavaram
7679,Uncle Kenn's,Vandalur,₹200,"Beverages,Burger,Continental,Ice Cream,Panini,Pizza,Rolls,Sandwich",-,,+91 9444239068,https://www.zomato.com/chennai/uncle-kenns-vandalur
7680,Hot Chat and Sweets,Padur,₹300,"Street Food,Mithai",-,,+91 7092404374,https://www.zomato.com/chennai/hot-chat-and-sweets-padur
7682,Chaplin Bar,"Hotel Sathyam Grand Resort, Kanchipuram District",₹750,Finger Food,3,4 votes,044 27162211,https://www.zomato.com/chennai/chaplin-bar-poonamalle
7683,RB Rohith Restaurant,Pallavaram,₹500,"North Indian,Chinese",-,,+91 9940299334,https://www.zomato.com/chennai/rb-rohith-restaurant-pallavaram
7684,Mappillai Thambi,Medavakkam,₹400,"South Indian,Chinese",3.1,4 votes,+91 9840277631,https://www.zomato.com/chennai/mappillai-thambi-medavakkam
7685,Burger Kart,Nanganallur,₹250,Fast Food,-,,+91 9176921787,https://www.zomato.com/chennai/burger-kart-nanganallur
7686,Momos Factory,Navallur,₹450,"North Indian,Chinese",-,,+91 8939555902,https://www.zomato.com/chennai/momos-factory-navallur
7687,Madurai Rawther Biriyani,Nanganallur,₹350,"Biryani,South Indian",-,,+91 8438331768,https://www.zomato.com/chennai/madurai-rawther-biriyani-nanganallur
7688,Chandani,Tambaram,₹450,"Chinese,North Indian,South Indian",-,,"044 22267021, +91 7550117400",https://www.zomato.com/chennai/chandani-tambaram
7689,Chennai Chophouse,Taramani,₹350,"BBQ,Chinese,Fast Food",-,,+91 9444298910,https://www.zomato.com/chennai/chennai-chophouse-1-taramani
7690,Juicy & Crunchy,Porur,₹250,"Fast Food,Desserts",-,,"+91 9043000391, 044 24767167",https://www.zomato.com/chennai/juicy-crunchy-porur
7692,Bismillah Biryani,Nanganallur,₹250,Biryani,3,4 votes,+91 9884553113,https://www.zomato.com/chennai/bismillah-biryani-nanganallur
7693,Zuki & Co,"OMR Food Street, Injambakkam",₹150,"Street Food,Burger,Desserts",3.1,4 votes,+91 9043212121,https://www.zomato.com/chennai/zuki-co-injambakkam
7694,Bismi Best Biriyani,Perambur,₹150,Biryani,-,,+91 9841448170,https://www.zomato.com/chennai/bismi-best-biriyani-perambur
7695,Classic Juice & Tea,Medavakkam,₹200,Beverages,-,,"+91 7012280615, +91 7736818095",https://www.zomato.com/chennai/classic-juice-tea-medavakkam
7696,Dosa Kraft,Mogappair,₹300,South Indian,-,,+91 6380661268,https://www.zomato.com/chennai/dosa-kraft-mogappair
7697,Ayush Kitchen,Perungudi,₹100,Street Food,-,,+91 9381185493,https://www.zomato.com/chennai/ayush-kitchen-perungudi
7698,Akash Fast Food & Tiffin Centre,Tiruvottiyur,₹500,"Chinese,Chettinad,North Indian",NEW,,"+91 9840454059, 044 25732060",https://www.zomato.com/chennai/akash-fast-food-tiffin-centre-tiruvottiyur
7699,Kwiqe Bite,Ambattur,₹200,"Street Food,Fast Food,Beverages",-,,+91 9962629273,https://www.zomato.com/chennai/kwiqe-bite-ambattur
7700,Madurai Mano,Ambattur,₹400,"Chettinad,South Indian,Continental",-,,"+91 7200051560, 044 65251560",https://www.zomato.com/chennai/madurai-mano-ambattur
7701,Alagar Tiffin Center,Madipakkam,₹200,South Indian,-,,+91 9940128344,https://www.zomato.com/chennai/alagar-tiffin-center-madipakkam
7702,Madurai Rk Vilas,Selaiyur,₹500,South Indian,-,,+91 9884506777,https://www.zomato.com/chennai/madurai-rk-vilas-selaiyur
7703,South Meals,Palavakkam,₹300,"Chettinad,Chinese",-,,+91 9841339917,https://www.zomato.com/chennai/south-meals-palavakkam
7704,Yali Master Cafe,Selaiyur,₹200,"Burger,Sandwich,Fast Food",-,,Not available for this place,https://www.zomato.com/chennai/yali-master-cafe-selaiyur
7705,Kajaal's,Velachery,₹300,"North Indian,Street Food",-,,+91 9952037905,https://www.zomato.com/chennai/kajaals-velachery
7706,Avva Mess,Porur,₹200,South Indian,NEW,,+91 6379821165,https://www.zomato.com/chennai/avva-mess-porur
7707,Black N Bowl Burmese Restaurant Atho,Avadi,₹250,Burmese,NEW,,+91 9677153357,https://www.zomato.com/chennai/black-n-bowl-burmese-restaurant-atho-avadi
7708,Murugan Hotel,Old Mahabalipuram Road (OMR),₹450,"South Indian,Biryani,Tea",-,,+91 9486074007,https://www.zomato.com/chennai/murugan-hotel-old-mahabalipuram-road-omr
7709,Try Me,Mogappair,₹300,Fast Food,-,,"+91 8122502019, +91 9962718622",https://www.zomato.com/chennai/try-me-mogappair
7710,Madras Biriyani Point,Perungudi,₹300,"Biryani,Chinese,North Indian",-,,+91 9003042354,https://www.zomato.com/chennai/madras-biriyani-point-perungudi
7711,AR Food Corner,Tiruvottiyur,₹200,"Chinese,Beverages",NEW,,+91 7358004300,https://www.zomato.com/chennai/ar-food-corner-tiruvottiyur
7712,Momo Kings,Injambakkam,₹200,"Momos,Chinese",NEW,,+91 9942245589,https://www.zomato.com/chennai/momo-kings-injambakkam
7714,Sai Burma Food,Mogappair,₹200,Burmese,-,,Not available for this place,https://www.zomato.com/chennai/sai-burma-food-mogappair
7715,Grills N Fries,Chromepet,₹200,"Fast Food,Sandwich,Burger",-,,+91 9941512007,https://www.zomato.com/chennai/grills-n-fries-chromepet
7716,Hotel Grandma Veg,Velachery,₹150,South Indian,NEW,,+91 8220213220,https://www.zomato.com/chennai/hotel-grandma-veg-velachery
7717,Chennai Diet,Pallikaranai,₹200,"Healthy Food,Juices,Beverages",-,,+91 9940203806,https://www.zomato.com/chennai/chennai-diet-pallikaranai
7718,Tinychef,Velachery,₹300,"Fast Food,Beverages",-,,+91 9952085060,https://www.zomato.com/chennai/tinychef-velachery
7719,Deliziouz,Selaiyur,₹300,"Fast Food,Momos,Beverages",-,,"+91 9171601046, +91 8610305775",https://www.zomato.com/chennai/deliziouz-selaiyur
7720,Suvai Jigarthanda,Velachery,₹150,"Juices,Desserts",-,,+91 9600110042,https://www.zomato.com/chennai/suvai-jigarthanda-velachery
7721,3 O'Clock Biryani,Taramani,₹250,Biryani,-,,+91 8144323999,https://www.zomato.com/chennai/3-oclock-biryani-taramani
7722,Breads & Buns,Selaiyur,₹250,Fast Food,-,,+91 8438119939,https://www.zomato.com/chennai/breads-buns-selaiyur
7723,Mr Tea The Container Cafe,Porur,₹250,"Beverages,Fast Food",NEW,,+91 7299450183,https://www.zomato.com/chennai/mr-tea-the-container-cafe-porur
7724,Ambur Bismi Biriyanis,Ramapuram,₹250,Biryani,-,,+91 9444494422,https://www.zomato.com/chennai/ambur-bismi-biriyanis-ramapuram
7725,Bilal Biryani,Poonamalle,₹200,"South Indian,Chinese",-,,"+91 9840048864, +91 9841218650",https://www.zomato.com/chennai/bilal-biryani-1-poonamalle
7726,Greenleafs Nutrients,Velachery,₹250,"Beverages,Juices,Fast Food",-,,+91 9003227851,https://www.zomato.com/chennai/greenleafs-nutrients-velachery
7727,Spice Magic,Potheri,₹300,"North Indian,Beverages,Biryani,Chinese",-,,"+91 9840166389, +91 9940049814",https://www.zomato.com/chennai/spice-magic-potheri
7728,Cake n Joy,Selaiyur,₹300,Bakery,-,,+91 9092599993,https://www.zomato.com/chennai/cake-n-joy-selaiyur
7729,Farmer Shop,Chengalpattu,₹150,Juices,-,,+91 9865570501,https://www.zomato.com/chennai/farmer-shop-chengalpattu
7730,Sri Pandian Hotel,Madhavaram,₹250,South Indian,-,,Not available for this place,https://www.zomato.com/chennai/sri-pandian-hotel-madhavaram
7731,New Way Biriyani's,Sholinganallur,₹300,"Biryani,Fast Food",NEW,,+91 6374273739,https://www.zomato.com/chennai/new-way-biriyanis-sholinganallur
7732,Love Snack Bar & Restaurant,Avadi,₹400,"Fast Food,Beverages",-,,+91 9677065532,https://www.zomato.com/chennai/love-snack-bar-restaurant-avadi
7733,Banana Leaf,Karapakkam,₹200,"North Indian,Biryani",-,,+91 9092529109,https://www.zomato.com/chennai/banana-leaf-karapakkam
7734,Cone Fusion,"OMR Food Street, Kandanchavadi",₹300,"Desserts,Pizza,Ice Cream",-,,+91 7010881148,https://www.zomato.com/chennai/cone-fusion-perungudi
7735,The Real Dhaba,Tambaram,₹400,"North Indian,Chinese",NEW,,+91 8608880220,https://www.zomato.com/chennai/the-real-dhaba-tambaram
7737,Vee Yes Fruit Juice Corner,Ambattur,₹150,Juices,-,,+91 9840885045,https://www.zomato.com/chennai/vee-yes-fruit-juice-corner-ambattur
7738,Raghavs Lunch box,Tambaram,₹300,South Indian,-,,+91 9884060027,https://www.zomato.com/chennai/raghavs-lunch-box-tambaram
7740,Real Pizza Corrner,Potheri,₹500,"Pizza,Burger,Italian,Mexican",-,,+91 9500494953,https://www.zomato.com/chennai/real-pizza-corrner-potheri
7741,Dhakshin Kitchen Restaurant,Medavakkam,₹300,South Indian,-,,+91 9840514576,https://www.zomato.com/chennai/dhakshin-kitchen-restaurant-medavakkam
7742,Le Cafe de Eva,Maduravoyal,₹350,"Cafe,Sandwich,Burger",-,,+91 9940221788,https://www.zomato.com/chennai/le-cafe-de-eva-maduravoyal
7743,Any Time Idly,Pallavaram,₹150,South Indian,-,,+91 9962687623,https://www.zomato.com/chennai/any-time-idly-pallavaram
7744,Pallavaram Khader Biryani,Pallavaram,₹250,Biryani,-,,+91 9042383513,https://www.zomato.com/chennai/pallavaram-khader-biryani-pallavaram
